Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
PARMA;PARMA;Ristorante Apriti Sesamo;Il ristorante bio-energetico è una struttura raccolta e accogliente, arredato in modo semplice, ma vivace e colorato, dispone di 50 posti al coperto e aria condizionata. La cucina offre piatti naturali e vegetariani, cucina vegana e macrobiotica, con prodotti e vini biologici. Servizio di ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-apriti-sesamo;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-apriti-sesamo/immagine1;Ristorante Apriti Sesamo;RISTORANTI, PIZZERIE, AGRITURISMI;Via Monte Corno, 4 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante argentino Ruta 40 Steakhouse Winebar;Ruta 40 è una raffinata steakhouse, dall'ambiente lounge in stile Buenos Aires, dove si possono gustare le empanadas, la parilla grigliata, il controfiletto di angus. I piatti sono accompagnati da una cantina di 50 etichette di vini argentini selezionati. Esibizioni di tango e music live show.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-argentino-ruta-40-steakhouse-winebar;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-argentino-ruta-40-steakhouse-winebar/immagine1;Ristorante argentino Ruta 40 Steakhouse Winebar;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ferdinando Maestri, 15 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Basilico;Il ristorante propone una cucina di pesce, pizza, cucina tipica e alcuni piatti innovativi. I posti a sedere sono 120. Aria condizionata.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-basilico;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-basilico/immagine1;Ristorante Basilico;RISTORANTI, PIZZERIE, AGRITURISMI;Via Pellico Silvio, 13/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Canova;Posto all'interno dello Starhotels Du Parc, il ristorante, in elegante stile liberty, con marmi gialli, neri e stucchi, dispone di 50 posti al coperto. Aria condizionata nelle sale. A richiesta per gruppi il locale può ospitare fino a 300 persone. La cucina offre piatti tipici parmigiani, menù ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-canova;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-canova/immagine1;Ristorante Canova;RISTORANTI, PIZZERIE, AGRITURISMI;Vle Piacenza, 12/C - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Ca Pina;Il nuovo locale si trova inserito in un caratteristico casale della provincia di Parma con tre sale e piccoli ambienti. La cucina proposta è quella tipica con un tocco di innovazione. I posti disponibili sono 150, sia all'interno che all'esterno. Il ristorante è aperto tutto il giorno per ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-ca-pina;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-ca-pina/immagine1;Ristorante Ca Pina;RISTORANTI, PIZZERIE, AGRITURISMI;Str Traversetolo, 200 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Casablanca;Il ristorante propone specialità a base di pesce e dolci di tradizione siciliana, accompagnati da una cantina di circa 60 etichette nazionali ed internazionali. La struttura dispone di un'unica sala con circa 35 posti a sedere, aria condizionata. Lingua straniera parlata russo e francese. Il ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-casablanca;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-casablanca/immagine1;Ristorante Casablanca;RISTORANTI, PIZZERIE, AGRITURISMI;Via Marchesi Luigi E Salvatore, 25 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Chacarero;Il ristorante consiste in due sale e una terza al piano superiore che guarda sulla sala più grande, con arredi creati per dare la sensazione di essere in una cantina sudamericana. I posti a sedere sono 150. Il menù propone piatti della cucina sudamericana, in particolare messicana e argentina, ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-chacarero;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-chacarero/immagine1;Ristorante Chacarero;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Mentana, 92 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Cocchi;"Il ristorante accogliente propone piatti della cucina tradizionale, paste fatte in casa, salumi tipici; tra le specialità il carrello dei bolliti misti e savarin di riso. A richiesta per gruppi menù tipici e degustazioni. La cantina del locale propone circa 500 etichette tra vini nazionali, ...";http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-cocchi;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-cocchi/immagine1;Ristorante Cocchi;RISTORANTI, PIZZERIE, AGRITURISMI;Via Gramsci Antonio, 16 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Corale Verdi;Luogo storico della città, il ristorante Corale Verdi si trova in un palazzo risalente ai primi dell'Ottocento, nei secoli passati fu una delle stalle di Maria Luigia. Il locale, climatizzato, è composto da un salone, adatto per accogliere gruppi, e due salette per il gioco delle carte. I posti ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-corale-verdi;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-corale-verdi/immagine1;Ristorante Corale Verdi;RISTORANTI, PIZZERIE, AGRITURISMI;Vicolo Asdente, 9/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Croce di Malta;Il ristorante propone cucina nazionale, qualche piatto parmigiano con un'ampia scelta di etichette nazionali ed alcuni vini francesi. I posti al coperto disponibili sono 30 all'interno e 25 all'aperto. Aria condizionata.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-croce-di-malta;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-croce-di-malta/immagine1;Ristorante Croce di Malta;RISTORANTI, PIZZERIE, AGRITURISMI;Borgo Palmia, 8/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante da Gianni;Il ristorante è collocato in posizione strategica rispetto all'uscita autostradale dell'A1. Propone cucina tipica parmigiana con 40 etichette di vini locali. I posti a sedere sono 35 collocati in un'unica sala dall'arredamento moderno. Tra i servizi: accessibilità disabili, aria condizionata, ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-da-gianni;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-da-gianni/immagine1;Ristorante da Gianni;RISTORANTI, PIZZERIE, AGRITURISMI;Lgo Maesta' Del Taglio, 5/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Dal musicista;Il ristorante propone cucina tradizionale, pesce e pizze, vini locali, particolare rilevanza per vini abbinati a pizze. Aria condizionata. I posti a sedere sono 115 all'interno e 90 nel periodo estivo. Da novembre a marzo al venerdì sera, a cena col Jazz, concerti live.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-dal-musicista;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-dal-musicista/immagine1;Ristorante Dal musicista;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ignazio Silone, 1/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Euridice;Il ristorante è ubicato in un'elegante corte ristrutturata, le sale del locale sono tre con impianto di climatizzazione, per circa 180 posti al coperto e 140 sotto al porticato esterno. I piatti proposti spaziano dalla cucina tipica parmigiana alla cucina mediterannea, dalla cucina di pesce allo ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-euridice;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-euridice/immagine1;Ristorante Euridice;RISTORANTI, PIZZERIE, AGRITURISMI;Str Rota Ligneres, 22/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Falstaff;Il ristorante, accogliente ed elegante, inserito all'interno el complesso alberghiero Parma & Congressi, dispone di 150 posti al coperto e una sala banchetti da 450 persone. Offre cucina di tipo tradizionale ed internazionale con piatti tipici, riproposti con un tocco di originalità. Discreta ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-falstaff;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-falstaff/immagine1;Ristorante Falstaff;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia Ovest, 281/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Gallo d'oro;L'accogliente ristorante è suddiviso in due sale, le cui pareti sono abbellite con fotografie del cinema in bianco e nero. I posti a sedere sono circa 70 al coperto e 40 all'aperto. Il locale offre piatti della cucina tipica parmigiana. Tra le specialità: salumi e torta fritta, maltagliati ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-gallo-doro;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-gallo-doro/immagine1;Ristorante Gallo d'oro;RISTORANTI, PIZZERIE, AGRITURISMI;Borgo Della Salina, 3/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Galloway;Al Galloway si possono gustare galletto alla griglia naturale o piccante, servito con contorno di verdure grigliate e patate fritte e accompagnato da salse sfiziose e pane tostato, inoltre panini, sandwich, insalate, frittura di pesce e dessert. I posti a sedere sono 300 all'interno.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-galloway;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-galloway/immagine1;Ristorante Galloway;RISTORANTI, PIZZERIE, AGRITURISMI;VIA EMILIO LEPIDO - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Arigato Wok Sushi;Il ristorante propone cucina cinese e giapponese, kaiten sushi e numerose proposte con piatti di pesce, carne e zuppe. I posti a sedere sono 250 all'interno in sale con aria condizionata.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-arigato-wok-sushi;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-arigato-wok-sushi/immagine1;Ristorante giapponese Arigato Wok Sushi;RISTORANTI, PIZZERIE, AGRITURISMI;Via Carra, 4/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Fuji;Il ristorante propone cucina giapponese e asiatica, numerose proposte con piatti di pesce, carne e zuppe. 70 posti al coperto.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-fuji;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-fuji/immagine1;Ristorante giapponese Fuji;RISTORANTI, PIZZERIE, AGRITURISMI;Vle Dei Mille - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Gainen;Il ristorante propone cucina asiatica con menu di carne e pesce. I posti a sedere sono 70 in sale interne climatizzate e 10 all'aperto. Si parla inglese. Menu in lingua. Parcheggio non distante dal locale.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-gainen;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-gainen/immagine1;Ristorante giapponese Gainen;RISTORANTI, PIZZERIE, AGRITURISMI;Via Mantova, 5/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Koi;Il locale propone piatti della cucina giapponese come sushi e sashimi in un ambiente moderno. A pranzo possibilità di un menù a prezzo fisso da 10,00 a 15,00 euro. I posti a sedere sono 70. Aria condizionata.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-koi;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-koi/immagine1;Ristorante giapponese Koi;RISTORANTI, PIZZERIE, AGRITURISMI;Vle Mentana, 8 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Mishi Mishi;Il ristorante propone cucina giapponese. I posti a sedere sono 250 all'interno in sale con aria condizionata.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-mishi-mishi;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-mishi-mishi/immagine1;Ristorante giapponese Mishi Mishi;RISTORANTI, PIZZERIE, AGRITURISMI;Vle Fratti Antonio, 28 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Shibuya;Accogliente e spazioso con i suoi trecento metri quadri il ristorante giapponese Shibuya, offre tranquillità e spazi riservati per ricorrenze o anniversari. Il menu attinge molta dalla formazione professionale giapponese, ma rivela anche influenze sudamericane che lo chef ha acquisito nel corso ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-shibuya;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-shibuya/immagine1;Ristorante giapponese Shibuya;RISTORANTI, PIZZERIE, AGRITURISMI;Via Milazzo, 35 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante giapponese Zushi;Il ristorante propone cucina giapponese. I posti a sedere sono 75 all'interno con aria condizionata.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-zushi;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-giapponese-zushi/immagine1;Ristorante giapponese Zushi;RISTORANTI, PIZZERIE, AGRITURISMI;Vle Mentana, 101/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante greco Taverna Kelari;Il ristorante propone piatti della cucina greca e dispone di circa 45 etichette greche e alcuni vini bianchi italiani. I posti a sedere sono 40 collocati in un'unica sala arredata con mattoni faccia a vista. Su richiesta vengono concordati menù per gruppi. Lingue parlate greco, inglese e tedesco.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-greco-taverna-kelari;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-greco-taverna-kelari/immagine1;Ristorante greco Taverna Kelari;RISTORANTI, PIZZERIE, AGRITURISMI;Bgo Tommasini Giacomo, 19/A - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Hostaria da Beppe;Il ristorante propone piatti della cucina tipica, tra le specialità risotto con ossobuco di vitello e paella su richiesta, piatti di stagione con risi saltati caldi e freddi in insalata. I vini proposti sono 35 provenienti soprattutto dal territorio nazionale. I posti al coperto sono 50, ...;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-hostaria-da-beppe;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-hostaria-da-beppe/immagine1;Ristorante Hostaria da Beppe;RISTORANTI, PIZZERIE, AGRITURISMI;Strada Imbriani, 51 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Il battibecco;Il locale propone specialità parmigiane in un ambiente rustico stile enoteca. I vini sono circa 100 etichette nazionali. I posti al coperto sono 100, in una sala con aria condizionata e all'aperto 40. Lingua straniera parlata dal personale inglese.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-il-battibecco;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-il-battibecco/immagine1;Ristorante Il battibecco;RISTORANTI, PIZZERIE, AGRITURISMI;Via Lanfranco Giovanni, 4/B - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Il cortile;"Il locale rustico dell'Oltretorrente propone piatti di cucina creativa, ma fedele ai sapori antichi offrendo il meglio della tradizione parmigiana; viene posta particolare attenzione ai piatti con funghi porcini e tartufo. Menù specifici per intolleranze alimentari e al glutine. I posti a sedere ...";http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-il-cortile;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-il-cortile/immagine1;Ristorante Il cortile;RISTORANTI, PIZZERIE, AGRITURISMI;Borgo Paglia, 3 - Parma (PR);;Parma;42132;;
PARMA;PARMA;Ristorante Il folletto;Il ristorante è situato in una antica dimora con 60 posti a sedere. La cucina propone specialità di pesce e a richiesta degustazioni. La cantina offre circa 1200 etichette. Aria condizionata. Lingue parlate inglese, francese e tedesco.;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-il-folletto;http://www.turismo.comune.parma.it/it/canali-tematici/ospitalita/dove-mangiare/ristoranti-pizzerie-agriturismi/ristorante-il-folletto/immagine1;Ristorante Il folletto;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia Ovest, 17/A - Parma (PR);;Parma;42132;;
